,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,characteristic
3077,721503162398597120,2016-04-17,This is Panda. He's happy af. 11/10,11,10,Panda,Not Specified
3078,721001180231503872,2016-04-15,This is Oliver. Bath time is upon him. His fear of the wetness postpones his ultimate pupper destiny. 11/10,11,10,Oliver,Not Specified
3079,720785406564900865,2016-04-15,This is Archie. He hears everything you say. Doesn't matter where you are. 12/10,12,10,Archie,Not Specified
3080,720775346191278080,2016-04-15,This is Berkeley. He's in a predicament. 10/10 someone help him,10,10,Berkeley,Not Specified
3081,720415127506415616,2016-04-14,Garden's coming in nice this year. 10/10,10,10,,Not Specified
3082,720389942216527872,2016-04-13,This is Ralphé. He patrols the lake. Looking for babes. 11/10,11,10,Ralphé,Not Specified
3083,720340705894408192,2016-04-13,This is Derek. He just got balled on. Can't even get up. Poor thing. 10/10 hang in there pupper,10,10,Derek,Not Specified
3084,720059472081784833,2016-04-13,This is Charleson. He lost his plunger. Looked everywhere. Can't find it. So sad. 9/10 would comfort,9,10,Charleson,Not Specified
3085,720043174954147842,2016-04-13,This is Neptune. He's a Snowy Swiss Mountain Floofapolis. Cheeky wink. Tongue nifty af. 11/10 would pet so firmly,11,10,Neptune,Not Specified
3086,719991154352222208,2016-04-12,This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. 10/10,10,10,,Not Specified
3087,719704490224398336,2016-04-12,This is Clyde. He's making sure you're having a good train ride. 12/10 great pupper,12,10,Clyde,Not Specified
3088,719551379208073216,2016-04-11,This is Harnold. He accidentally opened the front facing camera. 10/10 get it together Harnold,10,10,Harnold,Not Specified
3089,719367763014393856,2016-04-11,Meet Sid &amp; Murphy. Murphy floats alongside Sid and whispers motivational quotes in his ear. Magical af. Both 11/10,11,10,Sid,Not Specified
3090,719339463458033665,2016-04-11,Say hello to Lucy and Sophie. They think they're the same size. Both 10/10 would snug at same time,10,10,Lucy,Not Specified
3091,719332531645071360,2016-04-11,This is Pippa. She managed to start the car but is waiting for you to buckle up before driving. Responsible af 11/10,11,10,Pippa,Not Specified
3092,718971898235854848,2016-04-10,This is Sadie. She is prepared for battle. 10/10,10,10,Sadie,Not Specified
3093,718939241951195136,2016-04-09,This is Otis. Everybody look at Otis. 12/10 would probably faint while petting,12,10,Otis,Not Specified
3094,718631497683582976,2016-04-09,We normally don't rate marshmallows but this one appears to be flawlessly toasted so I'll make an exception. 10/10,10,10,,Not Specified
3095,718613305783398402,2016-04-09,This is Carper. He's a Tortellini Angiosperm. In desperate need of a petting. 11/10 would hug softly,11,10,Carper,Not Specified
3096,718540630683709445,2016-04-08,Get you a pup that can do both. 10/10,10,10,,Not Specified
3097,718460005985447936,2016-04-08,Meet Bowie. He's listening for underground squirrels. Smart af. Left eye is considerably magical. 9/10 would so pet,9,10,Bowie,Not Specified
3098,718454725339934721,2016-04-08,"This pic is old but I hadn't seen it until today and had to share. Creative af. 13/10 very good boy, would pet well",13,10,,Not Specified
3099,718246886998687744,2016-04-08,This is Alexanderson. He's got a weird ass birth mark. Dreadful at fetch. Won't eat kibble. 3/10 wtf @Target,3,10,Alexanderson,Not Specified
3100,718234618122661888,2016-04-08,This is Suki. She was born with a blurry tail (unfortunate). Next level tongue tho. 11/10 nifty hardwood,11,10,Suki,Not Specified
3101,717841801130979328,2016-04-06,This is Barclay. His father was a banana. 11/10 appeeling af,11,10,Barclay,Not Specified
3102,717790033953034240,2016-04-06,"Here's a badass mystery pupper. You weren't aware that you owe him money, but you do. 10/10 shades sick af",10,10,,Not Specified
3103,717537687239008257,2016-04-06,People please. This is a Deadly Mediterranean Plop T-Rex. We only rate dogs. Only send in dogs. Thanks you... 11/10,11,10,,Not Specified
3104,717428917016076293,2016-04-05,This is Skittle. He's trying to communicate. 11/10 solid effort,11,10,Skittle,Not Specified
3105,717421804990701568,2016-04-05,This is Ebby. She's a Zimbabwean Feta. Embarrassed by ridiculously squishy face. 9/10 would squeeze softly,9,10,Ebby,Not Specified
3106,717047459982213120,2016-04-04,This is Flávio (pronounced Baxter). He's a Benesnoop Cumberdog. Super rare. Symmetrical. 12/10 would pet so well,12,10,Flávio,Not Specified
3107,717009362452090881,2016-04-04,This is Smokey. He's having some sort of existential crisis. 10/10 hang in there pupper,10,10,Smokey,Not Specified
3108,716802964044845056,2016-04-04,This is Link. He struggles with couches. 10/10 would assist,10,10,Link,Not Specified
3109,716791146589110272,2016-04-04,Meet Jennifur. She's supposed to be navigating. Not even buckled up. Insubordinate &amp; churlish. 11/10 would still pet,11,10,Jennifur,Not Specified
3110,716730379797970944,2016-04-03,There has clearly been a mistake. Pup did nothing wrong. 12/10 would help escape,12,10,,Not Specified
3111,716447146686459905,2016-04-03,This is Ozzy. He's acrobatic af. Legendary pupper status achieved. 13/10,13,10,Ozzy,Not Specified
3112,716439118184652801,2016-04-03,This is Bluebert. He just saw that both #FinalFur match ups are split 50/50. Amazed af. 11/10,50,50,Bluebert,Not Specified
3113,716285507865542656,2016-04-02,This is Stephanus. She stays woke. 12/10,12,10,Stephanus,Not Specified
3114,716080869887381504,2016-04-02,Here's a super majestic doggo and a sunset 11/10,11,10,,Not Specified
3115,715928423106027520,2016-04-01,This is Bubbles. He's a Yorkshire Piccolope. 11/10 would snug aggressively,11,10,Bubbles,Not Specified
3116,715758151270801409,2016-04-01,This is old now but it's absolutely heckin fantastic and I can't not share it with you all. 13/10 ,13,10,,Not Specified
3117,715733265223708672,2016-04-01,This is a taco. We only rate dogs. Please only send in dogs. Dogs are what we rate. Not tacos. Thank you... 10/10,10,10,,Not Specified
3118,715704790270025728,2016-04-01,This is Bentley. He gives kisses back. 11/10 precious af (vid by @emmaallen25),11,10,Bentley,Not Specified
3119,715696743237730304,2016-04-01,Meet Toby. He's a Lithuanian High-Steppin Stickeroo. One of the more accomplished Stickeroos around. 10/10 so nifty,10,10,Toby,Not Specified
3120,715680795826982913,2016-03-31,This is Zeus. He's downright fabulous. 12/10,12,10,Zeus,Not Specified
3121,715360349751484417,2016-03-31,This is Bertson. He just wants to say hi. 11/10 would boop nose,11,10,Bertson,Not Specified
3122,715342466308784130,2016-03-31,This is Oscar. He's a world renowned snowball inspector. It's a ruff job but someone has to do it. 10/10 great guy,10,10,Oscar,Not Specified
3123,715220193576927233,2016-03-30,This is Nico. His selfie game is strong af. Excellent use of a sneaky tongue slip. 10/10 star material,10,10,Nico,Not Specified
3124,715200624753819648,2016-03-30,This is Michelangelope. He's half coffee cup. Rare af. 12/10 would hug until someone stopped me,12,10,Michelangelope,Not Specified
3125,715009755312439296,2016-03-30,This is Siba. She's remarkably mobile. Very sleepy as well. 12/10 would happily transport,12,10,Siba,Not Specified
3126,714982300363173890,2016-03-30,This is Calbert. He forgot to clear his Google search history. 9/10 rookie mistake Calbert,9,10,Calbert,Not Specified
3127,714962719905021952,2016-03-29,Just in case anyone's having a bad day. 12/10 would bounce with,12,10,,Not Specified
3128,714957620017307648,2016-03-29,This is Curtis. He's an Albino Haberdasher. Terrified of dandelions. They really spook him up. 10/10 it'll be ok pup,10,10,Curtis,Not Specified
3129,714631576617938945,2016-03-29,This is Benedict. He's a feisty pup. Needs a brushing. Portable af. Looks very angry actually. 4/10 might not pet,4,10,Benedict,Not Specified
3130,714606013974974464,2016-03-29,Here are two lil cuddly puppers. Both 12/10 would snug like so much,12,10,,Not Specified
3131,714485234495041536,2016-03-28,This is Blitz. He screams. 10/10 (vid by @yeaahliv),10,10,Blitz,Not Specified
3132,714258258790387713,2016-03-28,"Meet Travis and Flurp. Travis is pretty chill but Flurp can't lie down properly. 10/10 &amp; 8/10
get it together Flurp",10,10,Travis,Not Specified
3133,714251586676113411,2016-03-28,This is Thumas. He hates potted plants. 8/10 wtf Thumas,8,10,Thumas,Not Specified
3134,714214115368108032,2016-03-27,Happy Easter from the squad! 🐇🐶 13/10 for all,13,10,,Not Specified
3135,714141408463036416,2016-03-27,"I know we only rate dogs, but since it's Easter I guess we could rate a bunny for a change. 10/10 petable as hell",10,10,,Not Specified
3136,713919462244790272,2016-03-27,This is Kanu. He's a Freckled Ticonderoga. Simply flawless. 12/10 would perform an elaborate heist to capture,12,10,Kanu,Not Specified
3137,713909862279876608,2016-03-27,This is Doug. His nose is legendary af. 12/10 (vid by @probably_trey),12,10,Doug,Not Specified
3138,713900603437621249,2016-03-27,Happy Saturday here's 9 puppers on a bench. 99/90 good work everybody,99,90,,Not Specified
3139,713761197720473600,2016-03-26,This is Piper. She would really like that tennis ball core. Super sneaky tongue slip. 12/10 precious af,12,10,Piper,Not Specified
3140,713411074226274305,2016-03-25,Here we see an extremely rare Bearded Floofmallow. Only a few left in the wild. 11/10 would pet with a purpose,11,10,,Not Specified
3141,713177543487135744,2016-03-25,This is Lance. Lance doesn't give a shit. 10/10 we should all be more like Lance,10,10,Lance,Not Specified
3142,713175907180089344,2016-03-25,Say hello to Opie and Clarkus. Clarkus fell asleep so Opie buried him. Ruthless af 10/10 for both,10,10,Opie,Not Specified
3143,712809025985978368,2016-03-24,This is Stubert. He just arrived. 10/10,10,10,Stubert,Not Specified
3144,712717840512598017,2016-03-23,Please don't send in any more polar bears. We only rate dogs. Thank you... 10/10,10,10,,Not Specified
3145,712668654853337088,2016-03-23,Say hello to Sunny and Roxy. They pull things out of water together. 10/10 for both,10,10,Sunny,Not Specified
3146,712438159032893441,2016-03-23,This is Kane. He's a semi-submerged Haitian Huffleplop. Happy af. Sick waterfall. 11/10 would pat head approvingly,11,10,Kane,Not Specified
3147,712309440758808576,2016-03-22,"Reminder that we made our first set of stickers available! All are 12/10 would stick
Use code ""pupper"" at checkout🐶
",12,10,,Not Specified
3148,712097430750289920,2016-03-22,I can't even comprehend how confused this dog must be right now. 10/10,10,10,,Not Specified
3149,712092745624633345,2016-03-22,This is Steven. He's inverted af. Also very helpful. Scans anything you want for free. Takes him a while tho. 7/10,7,10,Steven,Not Specified
3150,712085617388212225,2016-03-22,"Say hello to Olive and Ruby. They are best buddies. Both 11/10 
1 like = 1 buddy",11,10,Olive,Not Specified
3151,712065007010385924,2016-03-21,This is Chester. He's clearly in charge of the other dogs. Weird ass paws. Not fit for fetch. 6/10 would still pet,6,10,Chester,Not Specified
3152,711968124745228288,2016-03-21,Meet Winston. He's trapped in a cup of coffee. Poor pupper. 10/10 someone free him,10,10,Winston,Not Specified
3153,711743778164514816,2016-03-21,Meet Roosevelt. He's calculating the best case scenario if he drops out instead of doing math hw. 11/10 relatable af,11,10,Roosevelt,Not Specified
3154,711732680602345472,2016-03-21,I want to hear the joke this dog was just told. 10/10,10,10,,Not Specified
3155,711694788429553666,2016-03-20,Oh. My. God. 13/10 magical af,13,10,,Not Specified
3156,711652651650457602,2016-03-20,This is Gary. He just wanted to say hi. 9/10 very personable pup,9,10,Gary,Not Specified
3157,711363825979756544,2016-03-20,"""Please, no puparazzi"" 11/10",11,10,,Not Specified
3158,711306686208872448,2016-03-19,What hooligan sent in pictures w/out a dog in them? Churlish af. 3/10 just bc that's a neat fluffy bean bag chair,3,10,,Not Specified
3159,711008018775851008,2016-03-19,This is Chuckles. He had a balloon but he accidentally let go of it and it floated away. 11/10 hang in there pupper,11,10,Chuckles,Not Specified
3160,710997087345876993,2016-03-19,Meet Milo and Amos. They are the best of pals. Both 12/10 would pet at the same time,12,10,Milo,Not Specified
3161,710844581445812225,2016-03-18,This is Staniel. His selfie game is strong af. 10/10 I'd snapchat with Staniel,10,10,Staniel,Not Specified
3162,710833117892898816,2016-03-18,Say hello to Sora. She's an Egyptian Pumpernickel. Mesmerizing af. 12/10 would bring home to mom,12,10,Sora,Not Specified
3163,710658690886586372,2016-03-18,Here's a brigade of puppers. All look very prepared for whatever happens next. 80/80,80,80,,Not Specified
3164,710609963652087808,2016-03-17,I've watched this a million times and you probably will too. 12/10 (vid by @emily_galasso),12,10,,Not Specified
3165,710588934686908417,2016-03-17,This is Beemo. He's a Chubberflop mix. 12/10 would cross the world for,12,10,Beemo,Not Specified
3166,710296729921429505,2016-03-17,This is Oshie. 12/10 please enjoy (vid by @catherinec1389),12,10,Oshie,Not Specified
3167,710283270106132480,2016-03-17,This is Gunner. He's a Figamus Newton. King of the peek-a-boo. Cool jeans. 11/10,11,10,Gunner,Not Specified
3168,710272297844797440,2016-03-17,We 👏🏻 only 👏🏻 rate 👏🏻 dogs. Pls stop sending in non-canines like this Dutch Panda Worm. This is infuriating. 11/10,11,10,,Not Specified
3169,710269109699739648,2016-03-17,"The squad is back for St. Patrick's Day! ☘ 💚
13/10 for all",13,10,,Not Specified
3170,710153181850935296,2016-03-16,This is Lacy. She's tipping her hat to you. Daydreams of her life back on the frontier. 11/10 would pet so well,11,10,Lacy,Not Specified
3171,710140971284037632,2016-03-16,This is Tater. His underbite is fierce af. Doesn't give a damn about your engagement photo. 8/10,8,10,Tater,Not Specified
3172,710117014656950272,2016-03-16,This pupper got her hair chalked for her birthday. Hasn't told her parents yet. Rebellious af. 11/10 very nifty,11,10,,Not Specified
3173,709918798883774466,2016-03-16,Meet Watson. He's a Suzuki Tickleboop. Leader of a notorious biker gang. Only one ear functional. 12/10 snuggable af,12,10,Watson,Not Specified
3174,709901256215666688,2016-03-16,"WeRateDogs stickers are here and they're 12/10! Use code ""puppers"" at checkout 🐶🐾

Shop now: https://t.co/k5xsufRKYm",12,10,,Not Specified
3175,709852847387627521,2016-03-15,*lets out a tiny whimper and then collapses* ...12/10,12,10,,Not Specified
3176,709566166965075968,2016-03-15,This is Olaf. He's gotta be rare. Seems sturdy. Tail is floofy af. 12/10 would do whatever it takes to pet,12,10,Olaf,Not Specified
3177,709556954897764353,2016-03-15,This is Cecil. She's a Gigglefloof Poofer. Outdoorsy af. One with nature. 12/10 would strategically capture,12,10,Cecil,Not Specified
3178,709519240576036864,2016-03-14,This is Vince. He's a Gregorian Flapjeck. White spot on legs almost looks like another dog (whoa). 9/10 rad as hell,9,10,Vince,Not Specified
3179,709449600415961088,2016-03-14,Meet Karma. She's just a head. Lost body during the Second Punic War (unfortunate). Loves to travel 10/10 petable af,10,10,Karma,Not Specified
3180,709409458133323776,2016-03-14,This is Billy. He sensed a squirrel. 8/10 damn it Billy,8,10,Billy,Not Specified
3181,709225125749587968,2016-03-14,This is Walker. He's a Butternut Khalifa. Appears fuzzy af. 11/10 would hug for a ridiculous amount of time,11,10,Walker,Not Specified
3182,709207347839836162,2016-03-14,This is Penny. She's trying on her prom dress. Stunning af 11/10,11,10,Penny,Not Specified
3183,709198395643068416,2016-03-14,"From left to right:
Cletus, Jerome, Alejandro, Burp, &amp; Titson
None know where camera is. 45/50 would hug all at once",45,50,,Not Specified
3184,709179584944730112,2016-03-14,This is Sammy. He's in a tree. Very excited about it. 13/10,13,10,Sammy,Not Specified
3185,709158332880297985,2016-03-13,Meet Rodney. He's a Ukranian Boomchicka. Outside but would like to be inside. Only has one ear (unfortunate) 10/10,10,10,Rodney,Not Specified
3186,709042156699303936,2016-03-13,This is Klevin. He's addicted to sandwiches (yes a hotdog is a sandwich fight me) It's tearing his family apart 9/10,9,10,Klevin,Not Specified
3187,708853462201716736,2016-03-13,This is Lucy. She doesn't understand fetch. 8/10 try turning off and back on (vid by @rileyyoungblood),8,10,Lucy,Not Specified
3188,708845821941387268,2016-03-13,Here's a pupper with magic eyes. Not wearing a seat belt tho (irresponsible af). Very distracting to driver. 9/10,9,10,,Not Specified
3189,708834316713893888,2016-03-13,Meet Malikai. He was rolling around having fun when he remembered the inevitable heat death of the universe. 10/10,10,10,Malikai,Not Specified
3190,708810915978854401,2016-03-13,This is Mister. He's a wonderful father to his two pups. Heartwarming af. 10/10 for all,10,10,Mister,Not Specified
3191,708738143638450176,2016-03-12,This is Coco. She gets to stay on the Bachelor for another week. Super pumped 11/10,11,10,Coco,Not Specified
3192,708711088997666817,2016-03-12,This is Smokey. He really likes tennis balls. 11/10,11,10,Smokey,Not Specified
3193,708479650088034305,2016-03-12,Meet Bear. He's a Beneboop Cumberclap. Extremely unamused. 13/10 I'm in love with this picture,13,10,Bear,Not Specified
3194,708469915515297792,2016-03-12,This is Bobble. He's a Croatian Galifianakis. Hears everything within 400 miles. 11/10 would snug diligently,11,10,Bobble,Not Specified
3195,708400866336894977,2016-03-11,RT if you are as ready for summer as this pup is 12/10,12,10,,Not Specified
3196,708356463048204288,2016-03-11,This is Oliver. That is his castle. He protects it with his life. He's also squishy af. 10/10 would squish softly,10,10,Oliver,Not Specified
3197,708349470027751425,2016-03-11,This is River. He's changing the trumpet game. Innovative af. 11/10 such a good boy,11,10,River,Not Specified
3198,708149363256774660,2016-03-11,This is Jebberson. He's the reigning hide and seek world champion. 10/10 hasn't lost his touch,10,10,Jebberson,Not Specified
3199,708130923141795840,2016-03-11,Please stop sending in non canines like this Guatemalan Twiggle Bunny. We only rate dogs. Only send in dogs... 11/10,11,10,,Not Specified
3200,708119489313951744,2016-03-11,This is Cooper. He basks in the glory of rebellion. 9/10 probably a preteen,9,10,Cooper,Not Specified
3201,708109389455101952,2016-03-11,This is Remington. He was caught off guard by the magical floating cheese. Spooked af. 10/10 deep breaths pup,10,10,Remington,Not Specified
3202,708026248782585858,2016-03-10,Everybody stop what you're doing and watch this video. Frank is stuck in a loop. 13/10 (Vid by @klbmatty),13,10,,Not Specified
3203,707995814724026368,2016-03-10,This is Farfle. He lost his back legs during the Battle of Gettysburg. Goes 0-60 in 4.3 seconds (damn) 12/10 hero af,12,10,Farfle,Not Specified
3204,707969809498152960,2016-03-10,Meet Rufus. He's a Honeysuckle Firefox. Curly af. Badass tie. About to go on his first date ever 11/10 good luck pup,11,10,Rufus,Not Specified
3205,707776935007539200,2016-03-10,This is Sadie. She's a Bohemian Rhapsody. Remarkably portable. Could sneak on roller coasters with (probably). 11/10,11,10,Sadie,Not Specified
3206,707741517457260545,2016-03-10,When your roommate eats your leftover Chili's but you pretend it's no big deal cuz you fat anyway. 10/10 head up pup,10,10,,Not Specified
3207,707738799544082433,2016-03-10,He's doing his best. 12/10 very impressive that he got his license in the first place ,12,10,,Not Specified
3208,707693576495472641,2016-03-09,This is Jiminus. He's in a tub for some reason. What a jokester. Smh 7/10 churlish af,7,10,Jiminus,Not Specified
3209,707629649552134146,2016-03-09,We usually don't rate marshmallows but this one's having so much fun in the snow. 10/10 (vid by @kylejk24),10,10,,Not Specified
3210,707610948723478529,2016-03-09,This is Harper. She scraped her elbow attempting a backflip off a tree. Valiant effort tho. 12/10,12,10,Harper,Not Specified
3211,707420581654872064,2016-03-09,This is Keurig. He's a rare dog. Laughs like an idiot tho. Head is basically a weapon. Poorly maintained goatee 4/10,4,10,Keurig,Not Specified
3212,707411934438625280,2016-03-09,"""I shall trip the big pupper with leash. Big pupper will never see it coming. I am a genius."" Both 11/10",11,10,,Not Specified
3213,707387676719185920,2016-03-09,Meet Clarkus. He's a Skinny Eastern Worcestershire. Can tie own shoes (impressive af) 10/10 would put on track team,10,10,Clarkus,Not Specified
3214,707377100785885184,2016-03-09,This dog just brutally murdered a snowman. Currently toying with its nutritious remains 9/10 would totally still pet,9,10,,Not Specified
3215,707315916783140866,2016-03-08,This is Finnegus. He's trapped in a snow globe. Poor pupper. 10/10 would make sure no one shook it,10,10,Finnegus,Not Specified
3216,707297311098011648,2016-03-08,This is Cassie. She can go from sweet to scary af in a matter of seconds. 10/10 points deducted for cats on pajamas,10,10,Cassie,Not Specified
3217,707059547140169728,2016-03-08,Say hello to Cupcake. She's an Icelandic Dippen Dot. Confused by the oddly geometric lawn pattern. 11/10,11,10,Cupcake,Not Specified
3218,707038192327901184,2016-03-08,This is Kathmandu. He sees every move you make. Probably knows Jiu-Jitsu. 10/10 mysterious af,10,10,Kathmandu,Not Specified
3219,707021089608753152,2016-03-08,This is Tucker. He's a Dasani Episcopalian. Good lord what a tongue. 12/10 would never let go of,12,10,Tucker,Not Specified
3220,707014260413456384,2016-03-08,This is Ellie. She requests to be carried around in a lacrosse stick at all times. 11/10 impossible to say no,11,10,Ellie,Not Specified
3221,706904523814649856,2016-03-07,Ever seen a dog pet another dog? Both 13/10 truly an awe-inspiring scene. (Vid by @mdougherty20),13,10,,Not Specified
3222,706901761596989440,2016-03-07,This is Elliot. He's blocking the roadway. Downright rude as hell. Doesn't care that you're already late. 3/10,3,10,Elliot,Not Specified
3223,706681918348251136,2016-03-07,Say hello to Katie. She's a Mitsubishi Hufflepuff. Curly af. 12/10 I'd do terrible things to acquire such a pup,12,10,Katie,Not Specified
3224,706644897839910912,2016-03-07,Meet Shadow. She's tired of the responsibilities associated with being a dog. No longer strives to attain ball. 9/10,9,10,Shadow,Not Specified
3225,706593038911545345,2016-03-06,Here's a sneak peek of me on spring break. 10/10 so many tired pups these days,10,10,,Not Specified
3226,706538006853918722,2016-03-06,"This is Oliver (pronounced ""Ricardo""). He's a ship captain. Controls these treacherous waters. 11/10 would sail with",11,10,Oliver,Not Specified
3227,706516534877929472,2016-03-06,Please enjoy this pup in a cooler. Permanently ready for someone to throw a tennis ball his way. 12/10,12,10,,Not Specified
3228,706346369204748288,2016-03-06,This is Koda. She's a Beneboom Cumberwiggle. 12/10 petable as hell,12,10,Koda,Not Specified
3229,706310011488698368,2016-03-06,Here's a very sleepy pupper. Thinks it's an airplane. 12/10 would snug for eternity,12,10,,Not Specified
3230,706291001778950144,2016-03-06,When you're just relaxin and having a swell time but then remember you have to fill out the FAFSA ...11/10,11,10,,Not Specified
3231,706265994973601792,2016-03-05,"This is Kara. She's been trying to solve that thing for 3 days. ""I don't have thumbs,"" she said. 11/10 solid effort",11,10,Kara,Not Specified
3232,706169069255446529,2016-03-05,He was doing his best. 12/10 I'll be his lawyer,12,10,,Not Specified
3233,706166467411222528,2016-03-05,This is Dexter. He's a shy pup. Doesn't bark much. Dreadful fetcher. Has rare sun allergy. 7/10 still petable,7,10,Dexter,Not Specified
3234,706153300320784384,2016-03-05,This is Layla. She's giving you a standing ovation.13/10 just magnificent (vid by @CSBrzezinski),13,10,Layla,Not Specified
3235,705975130514706432,2016-03-05,This is Adele. Her tongue flies out of her mouth at random. It's a debilitating illness. 10/10 stay strong pupper,10,10,Adele,Not Specified
3236,705970349788291072,2016-03-05,This is Lucy. She's a Venetian Kerploof. Supposed to be navigating. Quite irresponsible. Fancy ass collar tho 12/10,12,10,Lucy,Not Specified
3237,705898680587526145,2016-03-04,Meet Max. He's a Fallopian Cephalopuff. Eyes are magical af. Lil dandruff problem. No big deal 10/10 would still pet,10,10,Max,Not Specified
3238,705786532653883392,2016-03-04,"Seriously, add us 🐶 11/10 for sad wet pupper",11,10,,Not Specified
3239,705591895322394625,2016-03-04,"""Ma'am, for the last time, I'm not authorized to make that type of transaction"" 11/10",11,10,,Not Specified
3240,705475953783398401,2016-03-03,Say hello to Zara. She found a sandal and couldn't be happier. 12/10 great work,12,10,Zara,Not Specified
3241,705442520700944385,2016-03-03,This is Cooper. He only wakes up to switch gears. 12/10 helpful af,12,10,Cooper,Not Specified
3242,705428427625635840,2016-03-03,This is Ambrose. He's an Alfalfa Ballyhoo. Draws pistol fast af. Pretty much runs the frontier. 11/10 lethal pupper,11,10,Ambrose,Not Specified
3243,705239209544720384,2016-03-03,This is Jimothy. He lost his body during the the Third Crusade (tragic). 11/10 heroic af tho,11,10,Jimothy,Not Specified
3244,705223444686888960,2016-03-03,This is Bode. He's a heavy sleeper. 9/10,9,10,Bode,Not Specified
3245,705102439679201280,2016-03-02,This is Terrenth. He just stubbed his toe. 10/10 deep breaths Terrenth,10,10,Terrenth,Not Specified
3246,705066031337840642,2016-03-02,This is Reese. He's a Chilean Sohcahtoa. Loves to swing. Never sure what to do with his feet. 12/10 huggable af,12,10,Reese,Not Specified
3247,704871453724954624,2016-03-02,I found a forest Pipsy. 12/10,12,10,,Not Specified
3248,704859558691414016,2016-03-02,Here is a heartbreaking scene of an incredible pupper being laid to rest. 10/10 RIP pupper,10,10,,Not Specified
3249,704847917308362754,2016-03-02,"""Yes hi could I get a number 4 with no pickles"" ...12/10",12,10,,Not Specified
3250,704819833553219584,2016-03-02,This is Chesterson. He's a Bolivian Scoop Dog. Incredibly portable. Can't bark for shit tho. 7/10 would still pet,7,10,Chesterson,Not Specified
3251,704761120771465216,2016-03-01,This pupper killed this great white in an epic sea battle. Now wears it as a trophy. Such brave. Much fierce. 13/10,13,10,,Not Specified
3252,704499785726889984,2016-03-01,When you wake up from a long nap and have no idea who you are. 12/10,12,10,,Not Specified
3253,704480331685040129,2016-03-01,Meet Lucia. She's a Cumulonimbus Floofmallow. Only has two legs tho (unfortunate). 11/10 would definitely still pet,11,10,Lucia,Not Specified
3254,704364645503647744,2016-02-29,Say hello to Bisquick. He's a Beneplop Cumbersnug. Even smiles when wet. 12/10 I'd steal Bisquick,12,10,Bisquick,Not Specified
3255,704347321748819968,2016-02-29,This is Ralphson. He's very confused. Wondering why he's sitting on Santa's lap in February. 10/10 stay woke pupper,10,10,Ralphson,Not Specified
3256,704134088924532736,2016-02-29,This sneezy pupper is just adorable af. 12/10 (vid by @gwilks1),12,10,,Not Specified
3257,704113298707505153,2016-02-29,Meet Stanley. He's an inverted Uzbekistani water pup. Hella exotic. Floats around all day. 8/10 I want to be Stanley,8,10,Stanley,Not Specified
3258,704054845121142784,2016-02-28,Here is a whole flock of puppers.  60/50 I'll take the lot,60,50,,Not Specified
3259,703774238772166656,2016-02-28,"""YOU CAN'T HANDLE THE TRUTH"" both 10/10",10,10,,Not Specified
3260,703769065844768768,2016-02-28,When you're trying to watch your favorite tv show but your friends keep interrupting. 10/10 relatable af,10,10,,Not Specified
3261,703631701117943808,2016-02-27,This is Bella. Based on this picture she's at least 8ft tall (wow)! Must be rare. 11/10 would pet on tippy toes,11,10,Bella,Not Specified
3262,703611486317502464,2016-02-27,Meet Scooter. He's experiencing the pupper equivalent of dropping ur phone in a toilet 10/10 put it in some rice pup,10,10,Scooter,Not Specified
3263,703425003149250560,2016-02-27,"Really guys? Again? I know this is a rare Albanian Bingo Seal, but we only rate dogs. Only send in dogs... 9/10",9,10,,Not Specified
3264,703407252292673536,2016-02-27,This pupper doesn't understand gates. 10/10 so close,10,10,,Not Specified
3265,703382836347330562,2016-02-27,This is Charlie. He's a West Side Niddlewog. Mucho fluffy. 12/10 would pet so damn well,12,10,Charlie,Not Specified
3266,703356393781329922,2016-02-26,This is Socks. That water pup w the super legs just splashed him. Socks did not appreciate that. 9/10 and 2/10,9,10,Socks,Not Specified
3267,703268521220972544,2016-02-26,Happy Friday here's a sleepy pupper 12/10,12,10,,Not Specified
3268,703079050210877440,2016-02-26,This is a Butternut Cumberfloof. It's not windy they just look like that. 11/10 back at it again with the red socks,11,10,,Not Specified
3269,703041949650034688,2016-02-26,This is an East African Chalupa Seal. We only rate dogs. Please only send in dogs. Thank you... 10/10,10,10,,Not Specified
3270,702932127499816960,2016-02-25,This is Chip. He's an Upper West Nile Pantaloon. Extremely deadly. Will rip your throat out. 6/10 might still pet,6,10,Chip,Not Specified
3271,702899151802126337,2016-02-25,Say hello to Luna. Her tongue is malfunctioning (tragic). 12/10 please enjoy (vid by @LilyArtz),12,10,Luna,Not Specified
3272,702684942141153280,2016-02-25,This is Lucy. She's sick of these bullshit generalizations 11/10,11,10,Lucy,Not Specified
3273,702671118226825216,2016-02-25,Meet Rambo &amp; Kiwi. Rambo's the pup with the sharp toes &amp; rad mohawk. One stays woke while one sleeps. 10/10 for both,10,10,Rambo,Not Specified
3274,702598099714314240,2016-02-24,"This is Sansa. She's gotten too big for her chair. Not so smol anymore. 11/10 once a pupper, always a pupper",11,10,Sansa,Not Specified
3275,702539513671897089,2016-02-24,This is a Wild Tuscan Poofwiggle. Careful not to startle. Rare tongue slip. One eye magical. 12/10 would def pet,12,10,,Not Specified
